"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","Symbol"
"ENSG00000145721",47.2720019946891,4.7295336977291,0.292350484901592,16.1776153691727,7.25503695930258e-59,2.19849384977746e-54,"ENSG00000145721","LIX1"
"ENSG00000139436",5452.44207080877,0.803487900919724,0.0529339256386364,15.1790726122391,4.86613038508245e-52,3.85698007768253e-48,"ENSG00000139436","GIT2"
"ENSG00000089053",15663.5858566063,0.859988862648626,0.0566672937487784,15.1761061055993,5.09121879375974e-52,3.85698007768253e-48,"ENSG00000089053","ANAPC5"
"ENSG00000111203",4152.77002562423,0.748889130116355,0.0503630742868449,14.8698057201796,5.17633325985689e-50,3.13716853546887e-46,"ENSG00000111203","ITFG2"
"ENSG00000075340",131.765552099074,6.10778430303864,0.421149384693243,14.5026551742143,1.16552712042548e-47,5.88649472170887e-44,"ENSG00000075340","ADD2"
"ENSG00000072609",6518.71853437308,0.82266258352417,0.0574319129409731,14.3241369022425,1.54637297659877e-46,6.69424861569607e-43,"ENSG00000072609","CHFR"
"ENSG00000137831",307.63983432536,7.09029818626929,0.501660269217398,14.1336649946991,2.35558796201842e-45,8.92267275163053e-42,"ENSG00000137831","UACA"
"ENSG00000103647",175.691244106179,8.17670459416924,0.595137130599951,13.7391941684539,5.91302547101907e-43,1.99091567609212e-39,"ENSG00000103647","CORO2B"
"ENSG00000211640",276.299788345729,5.13624335644106,0.378804159890035,13.5590996622954,6.99898861246066e-42,2.12090351923395e-38,"ENSG00000211640","IGLV6-57"
"ENSG00000073060",59.239943011537,3.09231420370832,0.232520995501483,13.2990751955068,2.34348959827422e-40,6.45588775422762e-37,"ENSG00000073060","SCARB1"
"ENSG00000123338",12710.0275665007,0.907363689415082,0.0696438160709201,13.0286325564224,8.41013774760666e-39,2.12377003471437e-35,"ENSG00000123338","NCKAP1L"
"ENSG00000089022",3561.71754013057,0.656942671513704,0.0504845570294262,13.0127450881819,1.03554175460259e-38,2.41384782997864e-35,"ENSG00000089022","MAPKAPK5"
"ENSG00000240382",506.485117030653,8.81639504119307,0.694984555077892,12.6857424050308,7.09384799497041e-37,1.53546339851134e-33,"ENSG00000240382","IGKV1-17"
"ENSG00000120798",4806.92104292344,0.744930174574926,0.0605452056786951,12.3037021053024,8.65159592588953e-35,1.7477954089482e-31,"ENSG00000120798","NR2C1"
"ENSG00000089094",8376.49288570716,0.798924111627531,0.065129015433335,12.2667924013882,1.36556653954191e-34,2.58629767798366e-31,"ENSG00000089094","KDM2B"
"ENSG00000127720",611.108722157766,0.705939434874809,0.0587951077821545,12.0067716771679,3.27377128654921e-33,5.83559360566475e-30,"ENSG00000127720","METTL25"
"ENSG00000179912",4715.95863451716,0.780267536822544,0.065843204074598,11.8503883246406,2.14195913161324e-32,3.60598819807089e-29,"ENSG00000179912","R3HDM2"
"ENSG00000133424",194.371317871551,6.58973346014496,0.55760974863872,11.8178232648054,3.15760266569209e-32,5.03604387255091e-29,"ENSG00000133424","LARGE1"
"ENSG00000211937",131.082407516781,7.42089607713266,0.632582007560391,11.731121006353,8.82816728875855e-32,1.33759976675625e-28,"ENSG00000211937","IGHV2-5"
"ENSG00000135473",15334.8400542861,0.748694622703766,0.0638750334188378,11.7212404069438,9.92086296314746e-32,1.43158052558218e-28,"ENSG00000135473","PAN2"
"ENSG00000164849",38.9173140974228,2.56774753264857,0.220701423065123,11.6344856185676,2.75244392793865e-31,3.79124128856022e-28,"ENSG00000164849","GPR146"
"ENSG00000123106",2709.62442017723,0.689549431096485,0.0593937084827629,11.6098059661758,3.67448468666187e-31,4.84121345477889e-28,"ENSG00000123106","CCDC91"
"ENSG00000231160",209.052842977856,4.18409935176568,0.360799827571406,11.5967332355158,4.28109926975485e-31,5.40542296547421e-28,"ENSG00000231160","KLF3-AS1"
"ENSG00000136051",13139.4209339364,1.14338700848043,0.0997752107102412,11.4596301059284,2.10411491471816e-30,2.55043977042817e-27,"ENSG00000136051","WASHC4"
"ENSG00000177981",2898.94377276079,0.632177945444173,0.0556749888897429,11.3547924849364,7.02063883819364e-30,7.87949698939933e-27,"ENSG00000177981","ASB8"
"ENSG00000176915",15875.3285528999,0.761460540095598,0.0674116160459595,11.2956873719872,1.37821505867811e-29,1.49157324725438e-26,"ENSG00000176915","ANKLE2"
"ENSG00000139546",1877.77428712967,0.901382895245165,0.0806508732272789,11.1763563018718,5.32309170748199e-29,5.41450622803273e-26,"ENSG00000139546","TARBP2"
"ENSG00000167641",60.5332141508199,5.02325972561425,0.449479064515922,11.1757368077291,5.36036652611893e-29,5.41450622803273e-26,"ENSG00000167641","PPP1R14A"
"ENSG00000173064",10436.7476725665,0.78559050623252,0.0707485099266653,11.103986600521,1.19970496799891e-28,1.17273095629906e-25,"ENSG00000173064","HECTD4"
"ENSG00000070961",27886.734846873,1.1155326064694,0.100951104752748,11.0502268321044,2.18661685895476e-28,2.07065783365332e-25,"ENSG00000070961","ATP2B1"
"ENSG00000111224",1989.26509337729,1.00922345809336,0.0917731450459484,10.9969366047995,3.95334655253356e-28,3.63025032064923e-25,"ENSG00000111224","PARP11"
"ENSG00000053702",1449.6125864061,0.684860066540694,0.0626687180932385,10.9282603406976,8.44519134254861e-28,7.52690097803678e-25,"ENSG00000053702","NRIP2"
"ENSG00000258136",492.559461363363,1.7244182908408,0.15858227971539,10.8739658298243,1.53385299077007e-27,1.32800991940872e-24,"ENSG00000258136",""
"ENSG00000062485",10165.0930296213,0.70842506850325,0.0653845800228361,10.8347422015378,2.35628153293587e-27,1.98339998034877e-24,"ENSG00000062485","CS"
"ENSG00000139631",3388.43164777585,0.783595142831596,0.072901610746293,10.7486670707264,6.01241674474196e-27,4.92416931394367e-24,"ENSG00000139631","CSAD"
"ENSG00000171385",43.1938455889732,2.2873362435545,0.213611203483602,10.7079413731691,9.34159767876743e-27,7.4494324857813e-24,"ENSG00000171385","KCND3"
"ENSG00000170545",119.40626125779,1.3081730516099,0.122279125516329,10.6982532471187,1.03714855550551e-26,8.0586442762778e-24,"ENSG00000170545","SMAGP"
"ENSG00000135090",6464.8556595826,0.709630653975279,0.0664162856487117,10.6845880802285,1.20181380688654e-26,9.10464094752068e-24,"ENSG00000135090","TAOK3"
"ENSG00000157734",559.501629634788,2.70905866547601,0.254583378124096,10.6411450953231,1.91758044000022e-26,1.4172790261787e-23,"ENSG00000157734","SNX22"
"ENSG00000198001",7751.59979943767,0.640953144923423,0.0603962325310599,10.6124689912372,2.60765746703929e-26,1.88142486246885e-23,"ENSG00000198001","IRAK4"
"ENSG00000061987",5348.34233039255,0.737638582579742,0.0696273306355978,10.5940953910793,3.17394739539572e-26,2.23674716099248e-23,"ENSG00000061987","MON2"
"ENSG00000111596",9002.98901156733,0.63836523360308,0.0605320737566092,10.5459006108044,5.30620121606827e-26,3.65440489660265e-23,"ENSG00000111596","CNOT2"
"ENSG00000089693",8065.16728963311,0.710822492586291,0.0676004327698781,10.5150583133992,7.36352405176502e-26,4.95859709645857e-23,"ENSG00000089693","MLF2"
"ENSG00000265874",21.5447070151841,2.05329145810054,0.19731918119071,10.4059394819606,2.32946832527359e-25,1.53456257958186e-22,"ENSG00000265874","MIR4489"
"ENSG00000185163",6159.44539914294,0.608208811785439,0.0587772095610734,10.3476979653733,4.28668913034357e-25,2.76382001525109e-22,"ENSG00000185163","DDX51"
"ENSG00000163995",50.1390568449288,2.52490083272357,0.244702159939092,10.3182613236926,5.82687404908636e-25,3.67857842311383e-22,"ENSG00000163995","ABLIM2"
